16     6, 2, 180.21, 182.42, 50.43, 6.69, 657.03, 658.92, 0.0]
17     1, 1, 182.65, 180.77, 49.86, 6.33, 658.31, 656.9, 0.0]
17     2, 2, 179.75, 183.83, 49.66, 7.84, 656.43, 660.44, 0.0]
17     3, 4, 178.01, 184.14, 50.12, 5.73, 660.42, 660.06, 0.0]
17     4, 2, 178.66, 181.09, 48.67, 9.73, 661.85, 661.01, 0.0]
17     5, 2, 176.15, 178.57, 48.86, 10.27, 661.8, 657.6, 0.0]
17     6, 2, 174.74, 176.37, 49.18, 8.7, 653.5, 662.99, 81.0]
18     1, 1, 172.94, 177.61, 48.47, 6.33, 658.85, 656.56, 19.0]
18     2, 2, 176.04, 174.72, 49.07, 101.76, 653.73, 657.07, 0.0]
18     3, 4, 172.57, 169.78, 48.86, 13.78, 657.32, 658.89, 0.0]
18     4, 2, 177.0, 180.6, 49.44, 10.56, 656.03, 658.59, 0.0]
18     5, 2, 179.56, 179.63, 49.58, 10.86, 659.22, 653.74, 0.0]
18     6, 2, 172.72, 181.26, 49.83, 9.34, 654.25, 661.9, 0.0]
19     1, 1, 177.79, 182.17, 48.96, 9.18, 660.67, 656.64, 0.0]
19     2, 2, 186.46, 186.2, 50.06, 10.55, 657.69, 655.89, 0.0]
19     3, 4, 181.04, 185.27, 49.68, 38.0, 659.08, 660.91, 0.0]
19     4, 2, 175.39, 180.69, 48.47, 9.36, 658.93, 660.87, 0.0]
19     5, 2, 176.33, 185.95, 48.32, 61.17, 655.8, 656.22, 0.0]
19     6, 2, 177.23, 177.16, 49.16, 9.98, 656.15, 657.69, 0.0]
20     1, 1, 176.21, 179.06, 48.74, 5.98, 657.84, 659.87, 0.0]
20     2, 2, 178.34, 174.65, 48.85, 13.71, 660.18, 658.11, 0.0]
20     3, 4, 174.31, 175.16, 48.93, 4.89, 657.42, 658.64, 0.0]
20     4, 2, 179.84, 182.34, 49.82, 12.62, 665.09, 656.59, 0.0]
20     5, 2, 175.44, 181.67, 49.28, 6.15, 657.41, 660.45, 0.0]
20     6, 2, 176.26, 181.34, 50.01, 24.96, 656.72, 661.04, 0.0]
21     1, 1, 182.05, 191.78, 49.37, 5.23, 655.81, 658.74, 0.0]
21     2, 2, 185.55, 192.76, 49.84, 4.87, 659.48, 656.57, 0.0]
21     3, 4, 182.09, 191.65, 49.55, 10.64, 657.17, 659.44, 0.0]
21     4, 2, 187.68, 179.69, 48.35, 6.31, 660.86, 655.67, 0.0]
21     5, 2, 187.61, 182.63, 48.42, 6.5, 654.78, 660.31, 0.0]
21     6, 2, 185.46, 176.56, 49.09, 5.69, 655.05, 658.04, 0.0]
22     1, 1, 177.62, 181.18, 48.56, 4.89, 660.19, 662.04, 29.0]
22     2, 2, 177.33, 182.75, 48.65, 11.69, 657.41, 663.55, 33.0]
22     3, 4, 178.56, 183.02, 48.88, 8.17, 660.4, 659.29, 0.0]
22     4, 2, 183.57, 186.58, 49.17, 13.44, 659.82, 659.06, 0.0]
22     5, 2, 182.78, 185.5, 49.52, 10.46, 659.01, 657.01, 0.0]
22     6, 2, 183.68, 183.45, 50.09, 7.57, 654.42, 661.03, 0.0]
23     1, 1, 177.78, 180.67, 48.29, 7.95, 659.49, 660.93, 0.0]
23     2, 2, 175.26, 178.92, 48.66, 7.86, 658.82, 658.58, 0.0]
23     3, 4, 175.6, 179.14, 48.78, 22.1, 658.53, 661.27, 0.0]
23     4, 2, 182.89, 185.22, 49.68, 8.76, 664.04, 658.62, 47.0]
23     5, 2, 180.57, 183.99, 49.29, 10.19, 658.56, 663.47, 0.0]
23     6, 2, 181.48, 185.01, 50.38, 67.51, 656.15, 661.28, 0.0]
24     1, 1, 174.82, 174.87, 48.08, 70.15, 659.16, 656.56, 52.0]
24     2, 2, 173.0, 173.44, 49.32, 6.63, 656.6, 659.33, 0.0]
24     3, 4, 171.93, 176.42, 48.74, 7.74, 657.82, 659.28, 0.0]
24     4, 2, 176.96, 181.82, 49.11, 10.37, 659.47, 659.44, 0.0]
24     5, 2, 177.27, 181.35, 49.14, 8.76, 661.25, 657.19, 0.0]
24     6, 2, 174.16, 179.54, 50.19, 10.33, 655.89, 658.06, 0.0]
25     1, 1, 172.23, 173.55, 48.2, 38.65, 657.39, 658.53, 0.0]
25     2, 2, 175.19, 172.22, 48.95, 12.0, 657.37, 658.0, 198.0]
25     3, 4, 180.27, 175.9, 48.77, 13.73, 658.92, 658.9, 0.0]
25     4, 2, 186.1, 183.74, 50.77, 21.75, 666.78, 663.8, 0.0]
25     5, 2, 182.95, 185.2, 49.73, 8.86, 657.71, 658.69, 0.0]
25     6, 2, 179.62, 186.1, 51.04, 18.0, 653.75, 660.96, 0.0]
26     1, 1, 186.54, 186.96, 49.84, 5.34, 657.11, 656.98, 0.0]
26     2, 2, 181.95, 184.75, 50.58, 9.93, 653.64, 658.1, 5.0]
26     3, 4, 184.2, 185.86, 48.97, 9.27, 660.72, 658.19, 0.0]
26     4, 2, 182.74, 190.87, 48.45, 8.74, 659.23, 659.72, 0.0]
26     5, 2, 178.89, 181.16, 48.84, 10.03, 659.24, 655.71, 0.0]
26     6, 2, 176.98, 181.6, 49.04, 4.0, 652.46, 660.72, 0.0]
27     1, 1, 175.6, 176.84, 48.55, 8.82, 656.1, 660.51, 0.0]
27     2, 2, 175.48, 179.09, 49.24, 7.45, 658.79, 656.42, 0.0]
27     3, 4, 186.94, 190.66, 48.44, 4.63, 661.73, 658.25, 0.0]
27     4, 2, 179.39, 182.47, 49.12, 6.59, 661.1, 655.55, 0.0]
27     5, 2, 181.76, 185.18, 49.04, 6.48, 657.04, 660.7, 0.0]
27     6, 2, 184.85, 186.88, 50.12, 6.19, 654.19, 659.46, 0.0]
28     1, 1, 176.11, 175.29, 48.25, 8.46, 657.07, 659.61, 33.0]
28     2, 2, 173.95, 176.62, 48.77, 16.05, 656.94, 659.3, 0.0]
28     3, 4, 183.36, 188.98, 48.59, 10.62, 658.89, 658.93, 0.0]
28     4, 2, 179.81, 183.18, 49.03, 7.99, 662.48, 658.74, 0.0]
28     5, 2, 179.19, 182.73, 49.54, 15.67, 661.7, 659.01, 0.0]
28     6, 2, 183.89, 185.58, 50.61, 9.62, 655.39, 660.6, 0.0]
29     1, 1, 194.72, 191.16, 49.53, 3.95, 661.14, 658.32, 0.0]
29     2, 2, 182.11, 185.77, 49.67, 8.86, 654.3, 661.32, 0.0]
29     3, 4, 189.69, 189.88, 49.66, 14.04, 663.99, 661.1, 0.0]
29     4, 2, 187.92, 189.72, 48.55, 17.28, 660.73, 658.8, 0.0]
29     5, 2, 178.78, 177.39, 48.18, 33.59, 661.64, 658.33, 0.0]
29     6, 2, 184.17, 185.11, 49.29, 16.25, 656.59, 663.22, 0.0]
30     1, 1, 176.54, 182.17, 49.76, 5.22, 661.26, 656.68, 53.0]
30     2, 2, 178.55, 179.27, 49.55, 116.16, 659.62, 660.13, 153.0]
30     3, 4, 176.26, 182.64, 50.25, 4.92, 659.12, 660.69, 0.0]
30     4, 2, 176.8, 173.46, 48.53, 11.77, 658.92, 660.75, 0.0]
30     5, 2, 175.1, 177.97, 48.48, 18.48, 657.12, 661.8, 0.0]
30     6, 2, 173.19, 174.81, 49.43, 9.56, 657.15, 659.35, 0.0]
31     1, 1, 182.4, 187.92, 49.25, 8.09, 658.88, 657.47, 0.0]
31     2, 2, 179.64, 187.82, 49.95, 5.1, 654.24, 660.52, 0.0]
31     3, 4, 182.69, 186.6, 50.06, 23.06, 661.31, 658.28, 0.0]
31     4, 2, 180.3, 182.2, 48.74, 9.84, 658.05, 658.48, 0.0]
31     5, 2, 184.66, 180.96, 48.46, 5.37, 661.28, 654.68, 0.0]
31     6, 2, 179.42, 179.43, 48.53, 10.31, 653.94, 661.92, 0.0]
32     1, 1, 178.02, 181.7, 49.31, 9.24, 661.8, 656.17, 0.0]
32     2, 2, 177.97, 182.67, 49.7, 8.41, 656.9, 658.9, 0.0]
32     3, 4, 179.39, 183.98, 49.64, 10.83, 656.09, 662.36, 0.0]
32     4, 2, 176.19, 178.08, 48.45, 5.98, 658.88, 663.2, 70.0]
32     5, 2, 178.01, 177.94, 48.41, 14.48, 656.56, 658.04, 0.0]
32     6, 2, 176.12, 177.9, 49.68, 202.15, 659.53, 658.87, 0.0]
33     1, 1, 183.16, 185.67, 49.29, 8.87, 656.36, 656.64, 0.0]
33     2, 2, 183.88, 185.34, 49.33, 7.2, 655.8, 660.35, 0.0]
33     3, 4, 183.41, 185.09, 49.66, 8.42, 659.67, 659.33, 0.0]
33     4, 2, 181.54, 179.74, 48.48, 15.96, 661.85, 656.42, 0.0]
33     5, 2, 177.11, 181.94, 48.11, 7.28, 658.63, 657.94, 0.0]
33     6, 2, 177.98, 178.33, 48.98, 6.52, 654.61, 661.14, 0.0]
34     1, 1, 183.79, 183.99, 48.09, 10.96, 659.76, 656.19, 0.0]
34     2, 2, 185.39, 184.38, 48.62, 4.22, 650.96, 659.65, 0.0]
34     3, 4, 185.58, 178.57, 48.3, 15.67, 660.99, 656.96, 0.0]
34     4, 2, 185.28, 186.96, 49.2, 9.86, 653.01, 655.39, 0.0]
34     5, 2, 185.78, 189.76, 49.13, 13.3, 658.55, 654.14, 0.0]
34     6, 2, 181.0, 188.42, 50.5, 9.63, 652.55, 661.25, 0.0]
35     1, 1, 172.24, 179.48, 48.75, 6.87, 661.7, 657.06, 0.0]
35     2, 2, 173.67, 180.11, 48.9, 7.29, 657.44, 660.09, 0.0]
35     3, 4, 177.42, 179.59, 48.69, 16.75, 658.98, 663.23, 0.0]
35     4, 2, 182.1, 181.08, 49.1, 9.29, 659.49, 660.74, 0.0]
35     5, 2, 179.15, 182.44, 49.26, 7.87, 659.03, 657.85, 0.0]
35     6, 2, 178.94, 183.74, 50.05, 6.91, 659.66, 657.9, 0.0]
36     1, 1, 184.37, 181.77, 48.49, 11.16, 655.67, 661.28, 0.0]
36     2, 2, 185.79, 182.11, 48.41, 7.86, 659.83, 656.91, 0.0]
36     3, 4, 187.14, 177.8, 48.67, 7.16, 657.53, 659.62, 0.0]
36     4, 2, 183.57, 189.5, 50.4, 8.68, 663.52, 656.23, 0.0]
36     5, 2, 182.93, 192.82, 49.79, 20.57, 656.45, 661.88, 0.0]
36     6, 2, 178.53, 188.34, 50.88, 33.58, 655.03, 656.98, 0.0]
37     1, 1, 176.46, 178.11, 48.59, 13.63, 656.89, 658.71, 219.0]
37     2, 2, 178.21, 178.43, 50.81, 11.51, 659.55, 657.84, 0.0]
37     3, 4, 179.1, 184.94, 48.63, 11.07, 658.35, 657.89, 0.0]
37     4, 2, 178.72, 184.36, 49.2, 5.34, 660.86, 658.94, 0.0]
37     5, 2, 173.85, 180.21, 52.62, 43.25, 655.82, 657.98, 0.0]
37     6, 2, 182.37, 185.38, 50.28, 8.07, 656.41, 660.08, 0.0]
38     1, 1, 179.82, 187.5, 49.5, 3.04, 658.8, 662.69, 0.0]
38     2, 2, 179.13, 184.66, 50.57, 8.97, 657.81, 657.06, 0.0]
38     3, 4, 180.32, 187.23, 49.78, 9.87, 657.37, 659.25, 0.0]
38     4, 2, 179.13, 180.44, 48.5, 1.9, 663.04, 658.89, 0.0]
38     5, 2, 181.64, 176.53, 48.27, 14.09, 657.77, 660.92, 0.0]
38     6, 2, 182.83, 177.82, 48.94, 13.95, 656.1, 659.98, 0.0]
39     1, 1, 174.22, 179.4, 48.68, 1.46, 653.96, 658.57, 0.0]
39     2, 2, 176.0, 174.17, 49.1, 10.22, 657.18, 656.72, 0.0]
39     3, 4, 173.35, 174.94, 48.56, 10.02, 658.15, 657.32, 0.0]
39     4, 2, 178.1, 184.81, 49.86, 4.68, 662.05, 655.25, 0.0]
39     5, 2, 178.68, 182.72, 49.53, 7.15, 656.97, 659.26, 0.0]
39     6, 2, 179.43, 181.74, 49.91, 5.23, 655.59, 659.48, 5.0]
40     1, 1, 186.07, 189.44, 49.35, 9.1, 657.71, 660.04, 0.0]
40     2, 2, 183.86, 187.11, 49.68, 7.16, 661.69, 658.03, 0.0]
40     3, 4, 184.83, 188.34, 49.18, 11.08, 658.56, 658.53, 0.0]
40     4, 2, 182.99, 186.08, 48.72, 5.0, 663.16, 658.13, 0.0]
40     5, 2, 182.25, 184.44, 48.36, 4.81, 657.67, 659.22, 51.0]
40     6, 2, 183.82, 184.21, 48.69, 13.03, 658.41, 659.06, 170.0]
41     1, 1, 183.18, 177.88, 48.98, 15.28, 662.45, 659.72, 0.0]
41     2, 2, 177.09, 188.21, 48.31, 51.18, 657.72, 660.94, 129.0]
41     3, 4, 173.82, 174.65, 49.37, 21.65, 656.08, 662.94, 0.0]
41     4, 2, 183.58, 185.93, 49.32, 9.43, 661.34, 662.16, 0.0]
41     5, 2, 187.45, 187.35, 49.43, 14.09, 661.86, 663.25, 0.0]
41     6, 2, 181.29, 181.38, 50.55, 27.35, 659.33, 660.48, 0.0]
42     1, 1, 175.8, 176.85, 48.29, 11.17, 656.37, 659.42, 0.0]
42     2, 2, 178.56, 176.88, 48.86, 16.22, 659.48, 656.03, 0.0]
42     3, 4, 179.64, 183.02, 48.33, 11.71, 656.92, 656.32, 0.0]
42     4, 2, 177.38, 183.85, 49.0, 19.6, 659.78, 656.03, 49.0]
42     5, 2, 178.39, 183.63, 49.33, 5.07, 655.79, 657.8, 0.0]
42     6, 2, 183.66, 183.79, 50.02, 9.81, 655.59, 658.95, 0.0]
43     1, 1, 186.01, 182.9, 49.16, 6.17, 656.85, 660.69, 14.0]
43     2, 2, 180.33, 182.06, 50.22, 6.61, 656.92, 657.57, 0.0]
43     3, 4, 182.45, 184.08, 49.48, 20.27, 659.1, 657.95, 0.0]
43     4, 2, 174.0, 183.49, 47.84, 10.27, 661.69, 656.25, 190.0]
43     5, 2, 177.4, 184.77, 48.9, 16.27, 659.43, 661.83, 0.0]
43     6, 2, 177.34, 181.59, 48.67, 11.01, 656.41, 659.04, 0.0]
44     1, 1, 177.24, 182.54, 48.93, 32.21, 659.69, 661.66, 0.0]
44     2, 2, 176.01, 182.81, 49.85, 14.55, 658.72, 656.51, 0.0]
44     3, 4, 179.45, 182.71, 49.47, 6.95, 656.68, 660.77, 0.0]
44     4, 2, 175.6, 175.44, 48.58, 14.08, 660.43, 656.91, 205.0]
44     5, 2, 170.97, 176.57, 48.94, 7.93, 658.4, 662.97, 85.0]
44     6, 2, 173.15, 178.68, 48.8, 15.68, 656.74, 657.51, 0.0]
45     1, 1, 184.34, 174.77, 48.04, 128.44, 658.81, 654.62, 0.0]
45     2, 2, 178.96, 183.62, 48.69, 18.0, 655.18, 659.76, 0.0]
45     3, 4, 177.31, 174.87, 49.08, 12.87, 654.95, 660.26, 0.0]
45     4, 2, 184.27, 187.01, 49.74, 6.51, 656.78, 658.0, 0.0]
45     5, 2, 187.28, 186.88, 49.82, 14.33, 656.44, 658.87, 0.0]
45     6, 2, 183.23, 185.64, 50.33, 13.68, 655.89, 656.84, 0.0]
46     1, 1, 182.14, 179.24, 49.29, 13.79, 660.32, 653.87, 205.0]
46     2, 2, 178.77, 179.93, 48.9, 8.38, 655.48, 657.05, 0.0]
46     3, 4, 178.88, 179.3, 48.29, 17.33, 657.0, 658.7, 37.0]
46     4, 2, 186.66, 188.26, 49.51, 5.54, 657.19, 659.35, 0.0]
46     5, 2, 182.5, 186.64, 49.62, 7.21, 657.76, 655.55, 0.0]
46     6, 2, 184.45, 184.75, 50.05, 14.92, 657.66, 656.58, 57.0]
47     1, 1, 185.15, 185.62, 49.3, 5.85, 659.36, 660.59, 0.0]
47     2, 2, 184.79, 189.2, 49.67, 13.95, 662.77, 659.74, 0.0]
47     3, 4, 186.61, 187.49, 49.74, 13.49, 659.52, 660.07, 0.0]
47     4, 2, 177.18, 180.53, 48.24, 3.7, 665.29, 661.97, 0.0]
47     5, 2, 182.78, 180.39, 48.6, 26.29, 658.38, 661.35, 0.0]
47     6, 2, 179.38, 180.22, 48.82, 22.26, 658.05, 663.32, 287.0]
48     1, 1, 182.02, 170.49, 49.22, 6.2, 658.99, 654.48, 0.0]
48     2, 2, 178.12, 184.67, 49.32, 8.21, 655.41, 657.1, 181.0]
48     3, 4, 184.36, 175.86, 48.93, 24.37, 656.02, 661.7, 0.0]
48     4, 2, 183.84, 188.2, 48.81, 10.56, 659.89, 660.15, 0.0]
48     5, 2, 186.9, 186.57, 49.8, 16.05, 654.21, 659.32, 0.0]
48     6, 2, 180.73, 188.78, 49.79, 7.0, 656.64, 653.86, 0.0]
49     1, 1, 181.49, 187.76, 48.82, 7.49, 657.09, 657.5, 0.0]
49     2, 2, 177.34, 185.51, 49.6, 8.98, 655.23, 661.07, 0.0]
49     3, 4, 182.41, 188.5, 49.87, 8.77, 661.46, 655.69, 0.0]
49     4, 2, 187.2, 185.06, 48.34, 10.28, 660.15, 660.49, 0.0]
49     5, 2, 179.0, 177.95, 48.14, 6.7, 661.94, 657.55, 0.0]
49     6, 2, 186.43, 179.52, 48.76, 2.11, 652.78, 662.36, 0.0]
50     1, 1, 182.52, 174.57, 48.95, 21.21, 660.11, 663.2, 0.0]
50     2, 2, 183.49, 177.33, 49.78, 10.39, 657.5, 657.16, 0.0]
50     3, 4, 185.97, 191.2, 48.66, 62.87, 659.66, 657.67, 0.0]
50     4, 2, 183.91, 182.8, 49.31, 8.28, 663.05, 656.88, 65.0]
50     5, 2, 178.19, 187.3, 49.42, 31.25, 658.47, 659.62, 0.0]
50     6, 2, 188.37, 190.2, 50.23, 12.16, 654.93, 660.17, 241.0]
51     1, 1, 185.46, 189.07, 49.56, 10.55, 656.4, 659.24, 0.0]
51     2, 2, 186.47, 187.35, 49.58, 8.56, 659.96, 658.37, 0.0]
51     3, 4, 190.61, 189.62, 49.36, 13.0, 662.95, 656.96, 0.0]
51     4, 2, 182.9, 180.38, 48.47, 11.52, 661.73, 654.85, 0.0]
51     5, 2, 180.03, 184.25, 48.24, 5.97, 655.05, 659.4, 0.0]
51     6, 2, 183.0, 180.48, 48.94, 8.34, 654.49, 659.52, 0.0]
52     1, 1, 181.62, 179.19, 49.15, 4.5, 657.3, 658.58, 0.0]
52     2, 2, 180.98, 186.77, 48.93, 13.87, 659.1, 657.91, 0.0]
52     3, 4, 182.61, 190.43, 48.85, 14.51, 659.15, 657.64, 0.0]
52     4, 2, 184.52, 186.13, 49.56, 4.46, 662.49, 657.23, 0.0]
52     5, 2, 189.15, 186.91, 49.06, 10.62, 659.47, 661.44, 0.0]
52     6, 2, 189.91, 189.7, 50.7, 8.15, 654.79, 659.91, 0.0]
53     1, 1, 183.46, 186.27, 49.47, 5.41, 659.24, 655.94, 0.0]
53     2, 2, 181.74, 187.83, 49.49, 13.81, 655.37, 657.95, 0.0]
53     3, 4, 182.71, 189.86, 49.38, 7.65, 656.97, 660.62, 0.0]
53     4, 2, 184.05, 180.63, 48.5, 8.28, 659.63, 658.37, 0.0]
53     5, 2, 182.06, 181.23, 48.36, 30.55, 657.52, 657.81, 0.0]
53     6, 2, 178.09, 179.65, 48.7, 9.9, 655.87, 657.35, 0.0]
54     1, 1, 186.33, 183.02, 49.29, 23.74, 663.58, 662.69, 0.0]
54     2, 2, 179.25, 179.35, 49.44, 10.5, 656.13, 665.27, 0.0]
54     3, 4, 177.89, 179.88, 49.08, 16.26, 662.96, 661.73, 0.0]
54     4, 2, 187.06, 186.66, 49.35, 14.53, 661.53, 661.44, 58.0]
54     5, 2, 184.34, 187.81, 49.62, 13.31, 664.28, 659.51, 0.0]
54     6, 2, 183.99, 186.64, 50.47, 11.05, 655.95, 664.71, 0.0]
55     1, 1, 182.53, 187.13, 49.81, 7.05, 659.72, 661.65, 0.0]
