19   3, 4, 173.8, 181.74, 49.55, 11.25, 659.49, 661.45, 0.0]
19   4, 2, 172.1, 173.28, 48.32, 5.14, 656.61, 658.35, 0.0]
19   5, 2, 176.54, 176.2, 48.18, 17.26, 657.39, 659.51, 37.0]
19   6, 2, 170.04, 165.44, 48.89, 3.35, 656.24, 658.02, 0.0]
20   1, 1, 163.39, 178.3, 48.58, 14.88, 659.34, 657.6, 0.0]
20   2, 2, 172.14, 175.16, 48.79, 9.12, 655.58, 661.44, 0.0]
20   3, 4, 176.71, 176.13, 48.75, 10.48, 661.84, 658.39, 0.0]
20   4, 2, 178.99, 180.99, 49.62, 8.6, 660.41, 657.92, 0.0]
20   5, 2, 172.5, 177.67, 49.5, 16.45, 660.63, 655.37, 0.0]
20   6, 2, 174.05, 181.8, 51.2, 22.84, 653.46, 660.15, 0.0]
21   1, 1, 177.07, 180.73, 49.51, 8.9, 659.7, 655.3, 0.0]
21   2, 2, 185.53, 185.06, 49.21, 10.13, 656.12, 659.49, 0.0]
21   3, 4, 182.53, 187.97, 49.81, 7.78, 659.18, 660.77, 180.0]
21   4, 2, 175.89, 178.16, 48.88, 14.16, 660.1, 659.37, 133.0]
21   5, 2, 176.1, 182.35, 48.32, 11.01, 658.38, 657.86, 0.0]
21   6, 2, 182.33, 158.56, 49.09, 6.83, 656.68, 657.3, 0.0]
